vehicleId,driverId,timestamp,engineState,speed_mph,odometer_miles,fuelLevel_pct,fuelTemperature_C,engineOilPressure_psi,engineHours_hr,longitudinalAcceleration_ms2,brakePosition_pct,fuelRate_L_per_hr,idleFuelConsumed_L,fuelIntegrated_L,totalFuelConsumedLiters,fuel_drop_pct,distance_miles,miles_per_fuel_pct,is_idle,fuel_consumed_idle_L,fuel_consumed_moving_L,acceleration_abs,brake_intensity,driver_aggressiveness,engine_on_duration_sec,speed_bucket,fuel_rate_eff,refill_event,fuel_cycle,time_since_refill_sec,fuel_pct_remaining,fuel_burn_pct_per_sec,fuel_burn_pct_per_sec_smooth,fuel_time_to_empty_sec,fuel_time_to_empty_min,fuel_time_to_empty_hr,fuel_theft_flag,expected_fuel_drop,sudden_drop_trip_flag,fuel_efficiency_miles_per_pct,low_efficiency_flag,idle_fuel_flag,fuel_sensor_tamper_flag,fuel_leak_flag,consumption_rate_L_per_sec,fuel_time_to_empty_sec_v2,fuel_time_to_empty_hr_v2,fuel_per_mile,driver_fuel_efficiency_score,fuel_overheat_flag,fuel_level_alert,fuel_time_to_empty_alert
VEH_008,68b89b2d4f65cd554d7512ab,01/11/2025 0:00,ON,46.82,46.82,82.19,40.1,49.4,1,0.39,5,21.54,0,2.81,345452.27,0,0,0,0,0,21.54,0.39,0.05,0.288,3600,1,27.74352,0,0,0,82.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005983333,13736.49025,3.815691736,0,0,0,LOW,LOW
VEH_008,68b89b2d4f65cd554d7512ab,01/11/2025 1:00,ON,43.92,90.74,79.56,40.2,47.8,2,0.42,33,20.68,0,5.44,345452.27,2.63,43.92,16.69961977,0,0,20.68,0.42,0.33,0.393,3600,1,28.80724,0,0,3600,79.56,0.000730556,0.000365278,217806.8441,3630.114068,60.50190114,0,2.470306687,0,16.69961977,0,0,0,0,0.005744444,13849.90329,3.847195358,0.059881603,0.24,0,LOW,LOW
VEH_008,68b89b2d4f65cd554d7512ab,01/11/2025 2:00,ON,41.29,132.03,77.08,39.7,46.9,3,-0.14,4,19.89,0,7.92,345452.27,2.48,41.29,16.64919355,0,0,19.89,0.14,0.04,0.11,3600,1,22.0779,0,0,7200,77.08,0.000688889,0.000473148,162908.8063,2715.146771,45.25244618,0,2.322380762,0,16.64919355,0,0,0,0,0.005525,13951.13122,3.875314228,0.060062969,0.701538462,0,LOW,LOW
VEH_008,68b89b2d4f65cd554d7512ab,01/11/2025 3:00,ON,37.93,169.96,74.8,40.2,44.2,4,0.21,13,18.88,0,10.2,345452.27,2.28,37.93,16.63596491,0,0,18.88,0.21,0.13,0.186,3600,1,22.39168,0,0,10800,74.8,0.000633333,0.000513194,145753.7212,2429.228687,40.48714479,0,2.133395551,0,16.63596491,0,0,0,0,0.005244444,14262.71186,3.961864407,0.06011073,0.809230769,0,LOW,LOW
VEH_008,68b89b2d4f65cd554d7512ab,01/11/2025 4:00,ON,37.83,207.79,72.53,39.9,45.8,5,-0.17,34,18.85,0,12.47,345452.27,2.27,37.83,16.66519824,0,0,18.85,0.17,0.34,0.221,3600,1,23.01585,0,0,14400,72.53,0.000630556,0.000536667,135149.0683,2252.484472,37.54140787,0,2.127770992,0,16.66519824,0,0,0,0,0.005236111,13851.88329,3.847745358,0.060005287,0.535384615,0,LOW,LOW
VEH_008,68b89b2d4f65cd554d7512ab,01/11/2025 5:00,ON,31.05,238.83,70.67,40.1,44.2,6,0.34,27,16.81,0,14.33,345452.27,1.86,31.04,16.68817204,0,0,16.81,0.34,0.27,0.319,3600,1,22.17239,0,0,18000,70.67,0.000516667,0.000533333,132506.25,2208.4375,36.80729167,0,1.745863378,0,16.68817204,0,0,0,0,0.004669444,15134.56276,4.204045211,0.05992268,0.32,0,LOW,LOW
VEH_008,68b89b2d4f65cd554d7512ab,01/11/2025 6:00,ON,38.89,277.72,68.34,40.2,48.6,7,-0.11,39,19.17,0,16.66,345452.27,2.33,38.89,16.69098712,0,0,19.17,0.11,0.39,0.194,3600,1,22.88898,0,0,21600,68.34,0.000647222,0.000549603,124344.2599,2072.404332,34.5400722,0,2.187391326,0,16.69098712,0,0,0,0,0.005325,12833.80282,3.564945227,0.059912574,0.292307692,0,LOW,LOW
VEH_008,68b89b2d4f65cd554d7512ab,01/11/2025 7:00,ON,45.69,323.41,65.6,40.3,50.1,8,-0.37,10,21.21,0,19.4,345452.27,2.74,45.69,16.67518248,0,0,21.21,0.37,0.1,0.289,3600,1,27.33969,0,0,25200,65.6,0.000761111,0.000658333,99645.56962,1660.759494,27.67932489,0,2.569861396,0,16.67518248,0,0,0,0,0.005891667,11134.37058,3.092880717,0.059969359,0.446153846,0,LOW,LOW
VEH_008,68b89b2d4f65cd554d7512ab,01/11/2025 8:00,ON,37.77,361.18,63.33,40,47.6,9,0.05,13,18.83,0,21.67,345452.27,2.27,37.77,16.63876652,0,0,18.83,0.05,0.13,0.074,3600,1,20.22342,0,0,28800,63.33,0.000630556,0.000644048,98331.23845,1638.853974,27.3142329,0,2.124396256,0,16.63876652,0,0,0,0,0.005230556,12107.70048,3.363250133,0.060100609,0.787692308,0,LOW,LOW
VEH_008,68b89b2d4f65cd554d7512ab,01/11/2025 9:00,ON,34.89,396.07,61.24,40.2,42.4,10,0.33,41,17.97,0,23.76,345452.27,2.09,34.89,16.6937799,0,0,17.97,0.33,0.41,0.354,3600,1,24.33138,0,0,32400,61.24,0.000580556,0.000628571,97427.27273,1623.787879,27.06313131,0,1.962408932,0,16.6937799,0,0,0,0,0.004991667,12268.44741,3.407902059,0.059902551,0.270769231,0,LOW,LOW
