vehicleId,driverId,timestamp,engineState,speed_mph,odometer_miles,fuelLevel_pct,fuelTemperature_C,engineOilPressure_psi,engineHours_hr,longitudinalAcceleration_ms2,brakePosition_pct,fuelRate_L_per_hr,idleFuelConsumed_L,fuelIntegrated_L,totalFuelConsumedLiters,fuel_drop_pct,distance_miles,miles_per_fuel_pct,is_idle,fuel_consumed_idle_L,fuel_consumed_moving_L,acceleration_abs,brake_intensity,driver_aggressiveness,engine_on_duration_sec,speed_bucket,fuel_rate_eff,refill_event,fuel_cycle,time_since_refill_sec,fuel_pct_remaining,fuel_burn_pct_per_sec,fuel_burn_pct_per_sec_smooth,fuel_time_to_empty_sec,fuel_time_to_empty_min,fuel_time_to_empty_hr,fuel_theft_flag,expected_fuel_drop,sudden_drop_trip_flag,fuel_efficiency_miles_per_pct,low_efficiency_flag,idle_fuel_flag,fuel_sensor_tamper_flag,fuel_leak_flag,consumption_rate_L_per_sec,fuel_time_to_empty_sec_v2,fuel_time_to_empty_hr_v2,fuel_per_mile,driver_fuel_efficiency_score,fuel_overheat_flag,fuel_level_alert,fuel_time_to_empty_alert
VEH_010,68b89b2d4f65cd554d7512ab,01/11/2025 0:00,ON,52.81,52.81,81.83,39.9,50.6,1,0.14,30,23.34,0,3.17,257391.35,0,0,0,0,0,23.34,0.14,0.3,0.188,3600,1,27.72792,0,0,0,81.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006483333,12621.59383,3.505998286,0,0,0,LOW,LOW
VEH_010,68b89b2d4f65cd554d7512ab,01/11/2025 1:00,ON,60.16,112.97,78.22,40.5,53.9,2,0.04,28,25.55,0,6.78,257391.35,3.61,60.16,16.66481994,0,0,25.55,0.04,0.28,0.112,3600,1,28.4116,0,0,3600,78.22,0.001002778,0.000501389,156006.6482,2600.110803,43.33518006,0,3.403662814,0,16.66481994,0,0,0,0,0.007097222,11021.21331,3.061448141,0.060006649,0.502222222,0,LOW,LOW
VEH_010,68b89b2d4f65cd554d7512ab,01/11/2025 2:00,ON,59.96,172.93,74.62,40.3,52.3,3,0.15,10,25.49,0,10.38,257391.35,3.6,59.96,16.65555556,0,0,25.49,0.15,0.1,0.135,3600,1,28.93115,0,0,7200,74.62,0.001,0.000667593,111774.7573,1862.912621,31.04854369,0,3.392347446,0,16.65555556,0,0,0,0,0.007080556,10538.72107,2.927422519,0.060040027,0.608888889,0,LOW,LOW
VEH_010,68b89b2d4f65cd554d7512ab,01/11/2025 3:00,ON,53.85,226.78,71.39,39.8,52.7,4,-0.31,40,23.66,0,13.61,257391.35,3.23,53.85,16.67182663,0,0,23.66,0.31,0.4,0.337,3600,1,31.63342,0,0,10800,71.39,0.000897222,0.000725,98468.96552,1641.149425,27.35249042,0,3.046662941,0,16.67182663,0,0,0,0,0.006572222,10862.38377,3.017328825,0.05998143,0.444444444,0,LOW,LOW
VEH_010,68b89b2d4f65cd554d7512ab,01/11/2025 4:00,ON,52.98,279.75,68.21,40,55.7,5,0.21,23,23.39,0,16.79,257391.35,3.18,52.97,16.6572327,0,0,23.39,0.21,0.23,0.216,3600,1,28.44224,0,0,14400,68.21,0.000883333,0.000756667,90145.37445,1502.422907,25.04038179,0,2.99687532,0,16.6572327,0,0,0,0,0.006497222,10498.33262,2.916203506,0.060033981,0.591111111,0,LOW,LOW
VEH_010,68b89b2d4f65cd554d7512ab,01/11/2025 5:00,ON,45.27,325.03,65.5,40.4,52.4,6,-0.03,30,21.08,0,19.5,257391.35,2.71,45.28,16.70848708,0,0,21.08,0.03,0.3,0.111,3600,1,23.41988,0,0,18000,65.5,0.000752778,0.000756019,86638.08941,1443.968157,24.06613595,0,2.561799405,0,16.70848708,0,0,0,0,0.005855556,11185.95825,3.107210626,0.059849823,0.226666667,0,LOW,LOW
VEH_010,68b89b2d4f65cd554d7512ab,01/11/2025 6:00,ON,42.2,367.22,62.97,39.8,51.5,7,0.36,13,20.16,0,22.03,257391.35,2.53,42.19,16.67588933,0,0,20.16,0.36,0.13,0.291,3600,1,26.02656,0,0,21600,62.97,0.000702778,0.000748413,84138.06999,1402.301166,23.37168611,0,2.386976964,0,16.67588933,0,0,0,0,0.0056,11244.64286,3.123511905,0.059966817,0.4,0,LOW,LOW
VEH_010,68b89b2d4f65cd554d7512ab,01/11/2025 7:00,ON,35.47,402.7,60.84,40.2,48.1,8,0.42,22,18.14,0,24.16,257391.35,2.13,35.48,16.657277,0,0,18.14,0.42,0.22,0.36,3600,1,24.6704,0,0,25200,60.84,0.000591667,0.000832937,73042.78228,1217.379705,20.28966174,0,2.007346354,0,16.657277,0,0,0,0,0.005038889,12074.09041,3.353914002,0.060033822,0.586666667,0,LOW,LOW
VEH_010,68b89b2d4f65cd554d7512ab,01/11/2025 8:00,ON,30.18,432.87,59.03,40.3,43,9,0.35,35,16.55,0,25.97,257391.35,1.81,30.17,16.66850829,0,0,16.55,0.35,0.35,0.35,3600,1,22.3425,0,0,28800,59.03,0.000502778,0.000761508,77517.24857,1291.954143,21.53256905,0,1.706923323,0,16.66850829,0,0,0,0,0.004597222,12840.36254,3.566767372,0.059993371,0.466666667,0,LOW,LOW
VEH_010,68b89b2d4f65cd554d7512ab,01/11/2025 9:00,ON,24,456.87,57.59,39.9,44.4,10,-0.07,16,14.7,0,27.41,257391.35,1.44,24,16.66666667,0,0,14.7,0.07,0.16,0.097,3600,0,16.1259,0,0,32400,57.59,0.0004,0.000675794,85218.32061,1420.305344,23.67175573,0,1.357844208,0,16.66666667,0,0,0,0,0.004083333,14103.67347,3.917687075,0.06,0.475555556,0,LOW,LOW
