vehicleId,driverId,timestamp,engineState,speed_mph,odometer_miles,fuelLevel_pct,fuelTemperature_C,engineOilPressure_psi,engineHours_hr,longitudinalAcceleration_ms2,brakePosition_pct,fuelRate_L_per_hr,idleFuelConsumed_L,fuelIntegrated_L,totalFuelConsumedLiters,fuel_drop_pct,distance_miles,miles_per_fuel_pct,is_idle,fuel_consumed_idle_L,fuel_consumed_moving_L,acceleration_abs,brake_intensity,driver_aggressiveness,engine_on_duration_sec,speed_bucket,fuel_rate_eff,refill_event,fuel_cycle,time_since_refill_sec,fuel_pct_remaining,fuel_burn_pct_per_sec,fuel_burn_pct_per_sec_smooth,fuel_time_to_empty_sec,fuel_time_to_empty_min,fuel_time_to_empty_hr,fuel_theft_flag,expected_fuel_drop,sudden_drop_trip_flag,fuel_efficiency_miles_per_pct,low_efficiency_flag,idle_fuel_flag,fuel_sensor_tamper_flag,fuel_leak_flag,consumption_rate_L_per_sec,fuel_time_to_empty_sec_v2,fuel_time_to_empty_hr_v2,fuel_per_mile,driver_fuel_efficiency_score,fuel_overheat_flag,fuel_level_alert,fuel_time_to_empty_alert
VEH_002,68b89b2d4f65cd554d7512ab,2025-11-01 00:00:00,ON,47.99,47.99,82.12,39.6,50.8,1.0,-0.34,10,21.9,0.0,2.88,473438.98999999976,-0.0,0.0,0.0,0,0.0,21.9,0.34,0.1,0.268,3600,1.0,27.769199999999998,0,0,0,82.12,-0.0,-0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.006083333333333333,13499.178082191782,3.749771689497717,0.0,0.0,0,LOW,LOW
VEH_002,68b89b2d4f65cd554d7512ab,2025-11-01 01:00:00,ON,47.34,95.33,79.28,39.2,48.8,2.0,0.15,1,21.7,0.0,5.72,473438.98999999976,2.8400000000000034,47.339999999999996,16.669014084507022,0,0.0,21.7,0.15,0.01,0.108,3600,1.0,24.0436,0,0,3600,79.28,0.0007888888888888899,0.00039444444444444493,200991.5492957744,3349.8591549295734,55.83098591549289,0,2.710591307493462,0,16.669014084507022,0,0,0,0,0.006027777777777778,13152.442396313365,3.653456221198157,0.05999155048584714,0.501466275659824,0,LOW,LOW
VEH_002,68b89b2d4f65cd554d7512ab,2025-11-01 02:00:00,ON,50.89,146.23,76.23,39.2,49.8,3.0,-0.1,27,22.77,0.0,8.77,473438.98999999976,3.049999999999997,50.89999999999999,16.688524590163947,0,0.0,22.77,0.1,0.27,0.151,3600,1.0,26.20827,0,0,7200,76.23,0.0008472222222222214,0.0005453703703703704,139776.57045840408,2329.609507640068,38.826825127334466,0,2.9144296060713395,0,16.688524590163947,0,0,0,0,0.006325,12052.17391304348,3.3478260869565224,0.05992141453831037,0.32697947214076245,0,LOW,LOW
VEH_002,68b89b2d4f65cd554d7512ab,2025-11-01 03:00:00,ON,58.47,204.7,72.72,39.1,52.9,4.0,0.12,43,25.04,0.0,12.28,473438.98999999976,3.510000000000005,58.47,16.658119658119634,0,0.0,25.04,0.12,0.43,0.213,3600,1.0,30.37352,0,0,10800,72.72,0.0009750000000000015,0.0006527777777777782,111400.85106382972,1856.6808510638286,30.94468085106381,0,3.3478722802945238,0,16.658119658119634,0,0,0,0,0.006955555555555555,10454.952076677317,2.904153354632588,0.06003078501795801,0.5953079178885631,0,LOW,LOW
VEH_002,68b89b2d4f65cd554d7512ab,2025-11-01 04:00:00,ON,58.7,263.4,69.2,38.9,53.6,5.0,0.11,20,25.11,0.0,15.8,473438.98999999976,3.519999999999996,58.69999999999999,16.676136363636378,0,0.0,25.11,0.11,0.2,0.137,3600,1.0,28.550069999999998,0,0,14400,69.2,0.0009777777777777766,0.0007177777777777779,96408.66873065014,1606.8111455108358,26.780185758513927,0,3.361041608573431,0,16.676136363636378,0,0,0,0,0.006974999999999999,9921.14695340502,2.7558741537236164,0.05996592844974441,0.43841642228739003,0,LOW,LOW
VEH_002,68b89b2d4f65cd554d7512ab,2025-11-01 05:00:00,ON,57.91,321.31,65.72,38.1,55.9,6.0,-0.48,1,24.87,0.0,19.28,473438.98999999976,3.480000000000004,57.910000000000025,16.640804597701138,0,0.0,24.87,0.48,0.01,0.33899999999999997,3600,1.0,33.30093,0,0,18000,65.72,0.0009666666666666678,0.0007592592592592595,86558.04878048778,1442.634146341463,24.043902439024382,0,3.3158078288328365,0,16.640804597701138,0,0,0,0,0.006908333333333334,9513.148371531965,2.6425412143144347,0.06009324814367126,0.7140762463343109,0,LOW,LOW
VEH_002,68b89b2d4f65cd554d7512ab,2025-11-01 06:00:00,ON,60.86,382.16,62.07,37.7,53.6,7.0,-0.0,46,25.76,0.0,22.93,473438.98999999976,3.6499999999999986,60.85000000000002,16.67123287671234,0,0.0,25.76,0.0,0.46,0.138,3600,1.0,29.31488,0,0,21600,62.07,0.0010138888888888884,0.0007956349206349208,78013.16708229425,1300.2194513715708,21.67032418952618,0,3.4841461990067017,0,16.67123287671234,0,0,0,0,0.007155555555555556,8674.378881987577,2.409549689440994,0.059983566146261255,0.47947214076246336,0,LOW,LOW
VEH_002,68b89b2d4f65cd554d7512ab,2025-11-01 07:00:00,ON,55.63,437.79,58.73,37.9,50.6,8.0,-0.07,41,24.19,0.0,26.27,473438.98999999976,3.3400000000000034,55.629999999999995,16.65568862275447,0,0.0,24.19,0.07,0.41,0.172,3600,1.0,28.35068,0,0,25200,58.73,0.0009277777777777788,0.0009281746031746035,63274.732791791335,1054.5788798631888,17.576314664386484,0,3.185259705024531,0,16.65568862275447,0,0,0,0,0.0067194444444444446,8740.305911533691,2.427862753203803,0.060039547007010675,0.6070381231671554,0,LOW,LOW
VEH_002,68b89b2d4f65cd554d7512ab,2025-11-01 08:00:00,ON,56.71,494.51,55.33,37.8,55.7,9.0,-0.1,35,24.51,0.0,29.67,473438.98999999976,3.3999999999999986,56.71999999999997,16.682352941176468,0,0.0,24.51,0.1,0.35,0.175,3600,1.0,28.799250000000004,0,0,28800,55.33,0.000944444444444444,0.0009503968253968255,58217.78705636742,970.296450939457,16.171607515657616,0,3.247670869476745,0,16.682352941176468,0,0,0,0,0.006808333333333334,8126.805385556915,2.2574459404324765,0.05994358251057828,0.37976539589442815,0,LOW,LOW
VEH_002,68b89b2d4f65cd554d7512ab,2025-11-01 09:00:00,ON,58.28,552.79,51.83,37.8,52.5,10.0,-0.11,17,24.98,0.0,33.17,473438.98999999976,3.5,58.27999999999997,16.651428571428564,0,0.0,24.98,0.11,0.17,0.128,3600,1.0,28.177440000000004,0,0,32400,51.83,0.0009722222222222222,0.0009682539682539683,53529.344262295075,892.1557377049179,14.869262295081965,0,3.3369932699771634,0,16.651428571428564,0,0,0,0,0.006938888888888889,7469.495596477181,2.074859887910328,0.06005490734385727,0.6480938416422287,0,LOW,LOW
VEH_002,68b89b2d4f65cd554d7512ab,2025-11-01 10:00:00,ON,58.91,611.7,48.3,37.8,54.5,11.0,-0.22,28,25.17,0.0,36.7,473438.98999999976,3.530000000000001,58.91000000000008,16.68838526912183,0,0.0,25.17,0.22,0.28,0.238,3600,1.0,31.16046,0,0,36000,48.3,0.000980555555555556,0.0009690476190476192,49842.75184275184,830.7125307125306,13.845208845208843,0,3.3730657778715694,0,16.68838526912183,0,0,0,0,0.006991666666666667,6908.224076281286,1.9189511323003572,0.059921914785265595,0.3313782991202346,0,LOW,LOW
VEH_002,68b89b2d4f65cd554d7512ab,2025-11-01 11:00:00,ON,63.75,675.45,44.47,38.1,57.1,12.0,0.23,32,26.62,0.0,40.53,473438.98999999976,3.8299999999999983,63.75,16.644908616187998,0,0.0,26.62,0.23,0.32,0.257,3600,1.0,33.46134000000001,0,0,39600,44.47,0.0010638888888888885,0.0009813492063492065,45315.163768701976,755.2527294783663,12.587545491306104,0,3.650194251219016,0,16.644908616187998,0,0,0,0,0.007394444444444445,6013.974455296769,1.670548459804658,0.06007843137254899,0.6964809384164223,0,MEDIUM,LOW
VEH_002,68b89b2d4f65cd554d7512ab,2025-11-01 12:00:00,ON,65.45,740.9,40.55,38.3,56.1,13.0,0.35,11,27.13,0.0,44.45,473438.98999999976,3.9200000000000017,65.44999999999993,16.696428571428548,0,0.0,27.13,0.35,0.11,0.27799999999999997,3600,1.0,34.67214,0,0,43200,40.55,0.0010888888888888895,0.0009988095238095238,40598.33134684148,676.6388557806913,11.277314263011522,0,3.747532764584853,0,16.696428571428548,0,0,0,0,0.007536111111111111,5380.759307040177,1.4946553630667159,0.059893048128342334,0.2829912023460411,0,MEDIUM,MEDIUM
VEH_002,68b89b2d4f65cd554d7512ab,2025-11-01 13:00:00,ON,62.74,803.64,36.78,38.8,52.4,14.0,0.14,26,26.32,0.0,48.22,473438.98999999976,3.769999999999996,62.74000000000001,16.64190981432363,0,0.0,26.32,0.14,0.26,0.176,3600,1.0,30.95232,0,0,46800,36.78,0.001047222222222221,0.0010035714285714285,36649.1103202847,610.8185053380784,10.180308422301305,0,3.5923637226898997,0,16.64190981432363,0,0,0,0,0.007311111111111111,5030.699088145897,1.3974164133738602,0.06008925725215167,0.7126099706744868,0,MEDIUM,MEDIUM
VEH_002,68b89b2d4f65cd554d7512ab,2025-11-01 14:00:00,ON,63.72,867.36,32.96,39.0,56.8,15.0,-0.26,13,26.62,0.0,52.04,473438.98999999976,3.8200000000000003,63.72000000000003,16.680628272251315,0,0.0,26.62,0.26,0.13,0.221,3600,1.0,32.50302000000001,0,0,50400,32.96,0.0010611111111111112,0.0010226190476190476,32230.966239813737,537.1827706635623,8.953046177726039,0,3.648476512747856,0,16.680628272251315,0,0,0,0,0.007394444444444445,4457.40045078888,1.2381667918858001,0.05994978028876332,0.39296187683284456,0,MEDIUM,MEDIUM
VEH_002,68b89b2d4f65cd554d7512ab,2025-11-01 15:00:00,ON,63.62,930.98,29.14,39.0,54.1,16.0,-0.19,31,26.59,0.0,55.86,473438.98999999976,3.8200000000000003,63.620000000000005,16.654450261780106,0,0.0,26.59,0.19,0.31,0.22599999999999998,3600,1.0,32.59934,0,0,54000,29.14,0.0010611111111111112,0.0010392857142857142,28038.487972508596,467.30813287514326,7.7884688812523875,0,3.6427507178439815,0,16.654450261780106,0,0,0,0,0.007386111111111111,3945.2425723956376,1.0959007145543438,0.06004401131719585,0.6158357771260997,0,MEDIUM,MEDIUM
VEH_002,68b89b2d4f65cd554d7512ab,2025-11-01 16:00:00,ON,66.75,997.72,25.14,38.4,56.3,17.0,0.44,6,27.52,0.0,59.86,473438.98999999976,4.0,66.74000000000001,16.685000000000002,0,0.0,27.52,0.44,0.06,0.326,3600,1.0,36.49152,0,0,57600,25.14,0.0011111111111111111,0.001059126984126984,23736.530535781196,395.60884226301994,6.593480704383666,0,3.8213955188448185,0,16.685000000000002,0,0,0,0,0.007644444444444444,3288.6627906976746,0.9135174418604651,0.05993407252022774,0.36070381231671556,0,MEDIUM,MEDIUM
