vehicleId,driverId,timestamp,engineState,speed_mph,odometer_miles,fuelLevel_pct,fuelTemperature_C,engineOilPressure_psi,engineHours_hr,longitudinalAcceleration_ms2,brakePosition_pct,fuelRate_L_per_hr,idleFuelConsumed_L,fuelIntegrated_L,totalFuelConsumedLiters,fuel_drop_pct,distance_miles,miles_per_fuel_pct,is_idle,fuel_consumed_idle_L,fuel_consumed_moving_L,acceleration_abs,brake_intensity,driver_aggressiveness,engine_on_duration_sec,speed_bucket,fuel_rate_eff,refill_event,fuel_cycle,time_since_refill_sec,fuel_pct_remaining,fuel_burn_pct_per_sec,fuel_burn_pct_per_sec_smooth,fuel_time_to_empty_sec,fuel_time_to_empty_min,fuel_time_to_empty_hr,fuel_theft_flag,expected_fuel_drop,sudden_drop_trip_flag,fuel_efficiency_miles_per_pct,low_efficiency_flag,idle_fuel_flag,fuel_sensor_tamper_flag,fuel_leak_flag,consumption_rate_L_per_sec,fuel_time_to_empty_sec_v2,fuel_time_to_empty_hr_v2,fuel_per_mile,driver_fuel_efficiency_score,fuel_overheat_flag,fuel_level_alert,fuel_time_to_empty_alert
VEH_001,68b89b2d4f65cd554d7512ab,01/11/2025 0:00,ON,55.36,55.36,81.68,40.1,51.2,1,-0.14,3,24.11,0,3.32,114117.59,0,0,0,0,0,24.11,0.14,0.03,0.107,3600,1,26.68977,0,0,0,81.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006697222,12196.1012,3.38780589,0,0,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7512ab,01/11/2025 1:00,ON,52.1,107.46,78.55,40.5,48.4,2,-0.22,7,23.13,0,6.45,114117.59,3.13,52.1,16.64536741,0,0,23.13,0.22,0.07,0.175,3600,1,27.17775,0,0,3600,78.55,0.000869444,0.000434722,180690.0958,3011.501597,50.19169329,0,2.906313151,0,16.64536741,0,0,0,0,0.006425,12225.68093,3.396022482,0.060076775,0.836734694,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7512ab,01/11/2025 2:00,ON,55.46,162.92,75.22,40.4,53.7,3,-0.07,1,24.14,0,9.78,114117.59,3.33,55.46,16.65465465,0,0,24.14,0.07,0.01,0.052,3600,1,25.39528,0,0,7200,75.22,0.000925,0.000598148,125754.7988,2095.913313,34.93188854,0,3.093745247,0,16.65465465,0,0,0,0,0.006705556,11217.56421,3.115990058,0.060043274,0.734693878,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7512ab,01/11/2025 3:00,ON,50.26,213.18,72.21,40.7,48.8,4,-0.1,10,22.58,0,12.79,114117.59,3.01,50.26,16.69767442,0,0,22.58,0.1,0.1,0.1,3600,1,24.838,0,0,10800,72.21,0.000836111,0.000657639,109801.9007,1830.031679,30.50052798,0,2.803671765,0,16.69767442,0,0,0,0,0.006272222,11512.66608,3.197962799,0.059888579,0.183673469,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7512ab,01/11/2025 4:00,ON,52.6,265.78,69.05,40.9,48.4,5,-0.36,10,23.28,0,15.95,114117.59,3.16,52.6,16.64556962,0,0,23.28,0.36,0.1,0.282,3600,1,29.84496,0,0,14400,69.05,0.000877778,0.000701667,98408.55107,1640.142518,27.33570863,0,2.934204832,0,16.64556962,0,0,0,0,0.006466667,10677.83505,2.966065292,0.060076046,0.816326531,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7512ab,01/11/2025 5:00,ON,46.85,312.63,66.24,41.2,48.5,6,0.3,18,21.56,0,18.76,114117.59,2.81,46.85,16.67259786,0,0,21.56,0.3,0.18,0.264,3600,1,27.25184,0,0,18000,66.24,0.000780556,0.000714815,92667.35751,1544.455959,25.74093264,0,2.613450501,0,16.67259786,0,0,0,0,0.005988889,11060.48237,3.072356215,0.059978655,0.428571429,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7512ab,01/11/2025 6:00,ON,52.28,364.91,63.11,41.5,50.7,7,-0.27,2,23.18,0,21.89,114117.59,3.13,52.28,16.7028754,0,0,23.18,0.27,0.02,0.195,3600,1,27.7001,0,0,21600,63.11,0.000869444,0.000736905,85642.00323,1427.366721,23.78944534,0,2.916354156,0,16.7028754,0,0,0,0,0.006438889,9801.3805,2.722605695,0.059869931,0.142857143,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7512ab,01/11/2025 7:00,ON,47.52,412.43,60.25,42.1,49.3,8,0.49,6,21.76,0,24.75,114117.59,2.86,47.52,16.61538462,0,0,21.76,0.49,0.06,0.361,3600,1,29.61536,0,0,25200,60.25,0.000794444,0.000850397,70849.27671,1180.821279,19.68035464,0,2.650825354,0,16.61538462,0,0,0,0,0.006044444,9967.830882,2.768841912,0.060185185,1,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7512ab,01/11/2025 8:00,ON,43.8,456.24,57.63,41.4,45,9,0.48,17,20.64,0,27.37,114117.59,2.62,43.81,16.72137405,0,0,20.64,0.48,0.17,0.387,3600,1,28.62768,0,0,28800,57.63,0.000727778,0.000830159,69420.45889,1157.007648,19.2834608,0,2.443869082,0,16.72137405,0,0,0,0,0.005733333,10051.74419,2.792151163,0.059803698,0.081632653,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7512ab,01/11/2025 9:00,ON,48.68,504.91,54.71,41,50.8,10,-0.45,4,22.1,0,30.29,114117.59,2.92,48.67,16.66780822,0,0,22.1,0.45,0.04,0.327,3600,1,29.3267,0,0,32400,54.71,0.000811111,0.000813889,67220.47782,1120.341297,18.67235495,0,2.71497622,0,16.66780822,0,0,0,0,0.006138889,8912.036199,2.475565611,0.059995891,0.510204082,0,LOW,LOW
