vehicleId,driverId,timestamp,engineState,speed_mph,odometer_miles,fuelLevel_pct,fuelTemperature_C,engineOilPressure_psi,engineHours_hr,longitudinalAcceleration_ms2,brakePosition_pct,fuelRate_L_per_hr,idleFuelConsumed_L,fuelIntegrated_L,totalFuelConsumedLiters,fuel_drop_pct,distance_miles,miles_per_fuel_pct,is_idle,fuel_consumed_idle_L,fuel_consumed_moving_L,acceleration_abs,brake_intensity,driver_aggressiveness,engine_on_duration_sec,speed_bucket,fuel_rate_eff,refill_event,fuel_cycle,time_since_refill_sec,fuel_pct_remaining,fuel_burn_pct_per_sec,fuel_burn_pct_per_sec_smooth,fuel_time_to_empty_sec,fuel_time_to_empty_min,fuel_time_to_empty_hr,fuel_theft_flag,expected_fuel_drop,sudden_drop_trip_flag,fuel_efficiency_miles_per_pct,low_efficiency_flag,idle_fuel_flag,fuel_sensor_tamper_flag,fuel_leak_flag,consumption_rate_L_per_sec,fuel_time_to_empty_sec_v2,fuel_time_to_empty_hr_v2,fuel_per_mile,driver_fuel_efficiency_score,fuel_overheat_flag,fuel_level_alert,fuel_time_to_empty_alert
VEH_009,68b89b2d4f65cd554d7512ab,01/11/2025 0:00,ON,49.91,49.91,82.01,39.7,48.5,1,-0.1,37,22.47,0,2.99,424890.97,0,0,0,0,0,22.47,0.1,0.37,0.181,3600,1,26.53707,0,0,0,82.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006241667,13139.11883,3.649755229,0,0,0,LOW,LOW
VEH_009,68b89b2d4f65cd554d7512ab,01/11/2025 1:00,ON,44.35,94.26,79.34,39.4,46,2,-0.06,28,20.8,0,5.66,424890.97,2.67,44.35,16.61048689,0,0,20.8,0.06,0.28,0.126,3600,1,23.4208,0,0,3600,79.34,0.000741667,0.000370833,213950.5618,3565.842697,59.43071161,0,2.534407781,0,16.61048689,0,0,0,0,0.005777778,13731.92308,3.814423077,0.060202931,0.820710974,0,LOW,LOW
VEH_009,68b89b2d4f65cd554d7512ab,01/11/2025 2:00,ON,41.98,136.24,76.83,39.4,50.3,3,-0.19,6,20.09,0,8.17,424890.97,2.51,41.98,16.7250996,0,0,20.09,0.19,0.06,0.151,3600,1,23.12359,0,0,7200,76.83,0.000697222,0.00047963,160186.1004,2669.76834,44.496139,0,2.398972686,0,16.7250996,0,0,0,0,0.005580556,13767.44649,3.824290692,0.059790376,0.221020093,0,LOW,LOW
VEH_009,68b89b2d4f65cd554d7512ab,01/11/2025 3:00,ON,38.21,174.45,74.53,39.9,48.5,4,-0.14,2,18.96,0,10.47,424890.97,2.3,38.21,16.61304348,0,0,18.96,0.14,0.02,0.104,3600,1,20.93184,0,0,10800,74.53,0.000638889,0.000519444,143480.2139,2391.336898,39.85561497,0,2.183533738,0,16.61304348,0,0,0,0,0.005266667,14151.26582,3.930907173,0.060193667,0.812982998,0,LOW,LOW
VEH_009,68b89b2d4f65cd554d7512ab,01/11/2025 4:00,ON,40.91,215.36,72.08,39.8,46.8,5,-0.44,0,19.77,0,12.92,424890.97,2.45,40.91,16.69795918,0,0,19.77,0.44,0,0.308,3600,1,25.85916,0,0,14400,72.08,0.000680556,0.000551667,130658.6103,2177.643505,36.29405841,0,2.337826884,0,16.69795918,0,0,0,0,0.005491667,13125.34143,3.645928174,0.059887558,0.310664606,0,LOW,LOW
VEH_009,68b89b2d4f65cd554d7512ab,01/11/2025 5:00,ON,41.36,256.72,69.6,39.7,48.2,6,0.27,28,19.91,0,15.4,424890.97,2.48,41.36,16.67741935,0,0,19.91,0.27,0.28,0.273,3600,1,25.34543,0,0,18000,69.6,0.000688889,0.000574537,121141.0153,2019.016922,33.65028203,0,2.363542408,0,16.67741935,0,0,0,0,0.005530556,12584.63084,3.495730789,0.059961315,0.426584235,0,LOW,LOW
VEH_009,68b89b2d4f65cd554d7512ab,01/11/2025 6:00,ON,33.64,290.37,67.58,40.2,42.5,7,-0.22,0,17.59,0,17.42,424890.97,2.02,33.65,16.65841584,0,0,17.59,0.22,0,0.154,3600,1,20.29886,0,0,21600,67.58,0.000561111,0.000572619,118019.1268,1966.985447,32.78309078,0,1.922949759,0,16.65841584,0,0,0,0,0.004886111,13831.04036,3.841955657,0.060029718,0.58423493,0,LOW,LOW
VEH_009,68b89b2d4f65cd554d7512ab,01/11/2025 7:00,ON,35.22,325.59,65.46,40.4,43.3,8,0.38,1,18.07,0,19.54,424890.97,2.12,35.22,16.61320755,0,0,18.07,0.38,0.01,0.269,3600,1,22.93083,0,0,25200,65.46,0.000588889,0.000656746,99673.23263,1661.220544,27.68700906,0,2.012668366,0,16.61320755,0,0,0,0,0.005019444,13041.2839,3.62257886,0.060193072,0.811437403,0,LOW,LOW
VEH_009,68b89b2d4f65cd554d7512ab,01/11/2025 8:00,ON,42.2,367.79,62.93,40.3,47.3,9,0.4,19,20.16,0,22.07,424890.97,2.53,42.2,16.6798419,0,0,20.16,0.4,0.19,0.337,3600,1,26.95392,0,0,28800,62.93,0.000702778,0.00065119,96638.39122,1610.639854,26.84399756,0,2.41154472,0,16.6798419,0,0,0,0,0.0056,11237.5,3.121527778,0.059952607,0.403400309,0,LOW,LOW
VEH_009,68b89b2d4f65cd554d7512ab,01/11/2025 9:00,ON,36.2,403.99,60.76,40.2,48.2,10,-0.21,36,18.36,0,24.24,424890.97,2.17,36.2,16.68202765,0,0,18.36,0.21,0.36,0.255,3600,1,23.0418,0,0,32400,60.76,0.000602778,0.000637698,95280.14935,1588.002489,26.46670815,0,2.068671063,0,16.68202765,0,0,0,0,0.0051,11913.72549,3.309368192,0.059944751,0.391035549,0,LOW,LOW
VEH_009,68b89b2d4f65cd554d7512ab,01/11/2025 10:00,ON,32.52,436.51,58.81,40.3,45.2,11,-0.15,35,17.26,0,26.19,424890.97,1.95,32.52,16.67692308,0,0,17.26,0.15,0.35,0.21,3600,1,20.8846,0,0,36000,58.81,0.000541667,0.00062381,94275.57252,1571.259542,26.18765903,0,1.85837522,0,16.67692308,0,0,0,0,0.004794444,12266.28042,3.407300116,0.0599631,0.438948995,0,LOW,LOW
VEH_009,68b89b2d4f65cd554d7512ab,01/11/2025 11:00,ON,25.7,462.21,57.27,40.3,40.5,12,0.04,47,15.21,0,27.73,424890.97,1.54,25.7,16.68831169,0,0,15.21,0.04,0.47,0.169,3600,0,17.78049,0,0,39600,57.27,0.000427778,0.000587698,97447.94058,1624.132343,27.06887238,0,1.468642164,0,16.68831169,0,0,0,0,0.004225,13555.02959,3.765285996,0.059922179,0.349304482,0,LOW,LOW
VEH_009,68b89b2d4f65cd554d7512ab,01/11/2025 12:00,ON,32.45,494.66,55.32,40.6,42.3,13,0.46,27,17.24,0,29.68,424890.97,1.95,32.45,16.64102564,0,0,17.24,0.46,0.27,0.403,3600,1,24.18772,0,0,43200,55.32,0.000541667,0.000566667,97623.52941,1627.058824,27.11764706,0,1.854375028,0,16.64102564,0,0,0,0,0.004788889,11551.74014,3.208816705,0.06009245,0.72179289,0,LOW,LOW
